         100
   1.000216628445564E+021   1.000242767509942E+021   1.000256214393410E+021
   1.000270406184498E+021   1.000285384169413E+021   1.000301191928987E+021
   1.000317875451652E+021   1.000335483281426E+021   1.000354066655341E+021
   1.000373679653074E+021   1.000394379354979E+021   1.000416226008937E+021
   1.000439283206519E+021   1.000463618068991E+021   1.000489301443709E+021
   1.000516408111497E+021   1.000545017005632E+021   1.000575211443072E+021
   1.000607079368647E+021   1.000640713612926E+021   1.000676212164547E+021
   1.000713678457829E+021   1.000753221676528E+021   1.000794957074673E+021
   1.000839006315437E+021   1.000885497829085E+021   1.000934567191090E+021
   1.000986357521569E+021   1.001041019907262E+021   1.001098713847364E+021
   1.001159607724563E+021   1.001223879302762E+021   1.001291716253016E+021
   1.001363316709328E+021   1.001438889856044E+021   1.001518656548675E+021
   1.001602849970122E+021   1.001691716324369E+021   1.001785515569844E+021
   1.001884522194803E+021   1.001989026037206E+021   1.002099333151750E+021
   1.002215766726852E+021   1.002338668054578E+021   1.002468397556700E+021
   1.002605335870266E+021   1.002749884996286E+021   1.002902469515376E+021
   1.003063537874449E+021   1.003233563748827E+021   1.003413047484415E+021
   1.003602517624922E+021   1.003802532529423E+021   1.004013682085937E+021
   1.004236589527082E+021   1.004471913354286E+021   1.004720349377507E+021
   1.004982632877874E+021   1.005259540901232E+021   1.005551894691122E+021
   1.005860562270369E+021   1.006186461181117E+021   1.006530561393896E+021
   1.006893888397094E+021   1.007277526479087E+021   1.007682622216211E+021
   1.008110388180809E+021   1.008562106884694E+021   1.009039134974597E+021
   1.009542907697525E+021   1.010074943655397E+021   1.010636849869953E+021
   1.011230327180679E+021   1.011857176000428E+021   1.012519302455543E+021
   1.013218724939617E+021   1.013957581112597E+021   1.014738135379789E+021
   1.015562786888420E+021   1.016434078082899E+021   1.017354703863722E+021
   1.018327521399224E+021   1.019355560644033E+021   1.020442035623353E+021
   1.021590356547944E+021   1.022804142831143E+021   1.024087237086441E+021
   1.025443720192164E+021   1.026877927518730E+021   1.028394466424002E+021
   1.029998235133450E+021   1.031694443134438E+021   1.033488633228064E+021
   1.035386705397899E+021   1.037394942672855E+021   1.039520039181619E+021
   1.041769130618907E+021   1.044149827369601E+021   1.046670250566088E+021
   1.049339071387326E+021   1.052165553945923E+021
   1.000216628445564E+021   9.893408262620428E+020   9.887549475445827E+020
   9.881371238228338E+020   9.874856424555378E+020   9.867987020795017E+020
   9.860744089978331E+020   9.853107722573008E+020   9.845056993172431E+020
   9.836569913846299E+020   9.827623385925369E+020   9.818193150270827E+020
   9.808253736063436E+020   9.797778408163763E+020   9.786739113111116E+020
   9.775106423847007E+020   9.762849483269399E+020   9.749935946747004E+020
   9.736331923748544E+020   9.722001918770547E+020   9.706908771779052E+020
   9.691013598415902E+020   9.674275730259305E+020   9.656652655471264E+020
   9.638099960211811E+020   9.618571271251611E+020   9.598018200271115E+020
   9.576390290395937E+020   9.553634965584957E+020   9.529697483559866E+020
   9.504520893042743E+020   9.478045996151770E+020   9.450211316894477E+020
   9.420953076792940E+020   9.390205178775811E+020   9.357899200577917E+020
   9.323964398998849E+020   9.288327726486845E+020   9.250913861632762E+020
   9.211645255279724E+020   9.170442194076111E+020   9.127222883421011E+020
   9.081903551870447E+020   9.034398579186939E+020   8.984620650321775E+020
   8.932480937715264E+020   8.877889314381599E+020   8.820754600307381E+020
   8.760984844731490E+020   8.698487646883275E+020   8.633170517730031E+020
   8.564941285216480E+020   8.493708545361593E+020   8.419382161403356E+020
   8.341873812942277E+020   8.261097596720621E+020   8.176970680278269E+020
   8.089414009238866E+020   7.998353068393553E+020   7.903718696056404E+020
   7.805447950359187E+020   7.703485025228364E+020   7.597782212741220E+020
   7.488300907390425E+020   7.375012646499927E+020   7.257900179636680E+020
   7.136958558363489E+020   7.012196236094867E+020   6.883636166172525E+020
   6.751316884598806E+020   6.615293562190553E+020   6.475639009285404E+020
   6.332444614596763E+020   6.185821198429450E+020   6.035899759297462E+020
   5.882832092095908E+020   5.726791255441713E+020   5.567971865684063E+020
   5.406590195466428E+020   5.242884055663581E+020   5.077112441077664E+020
   4.909554922503501E+020   4.740510770695756E+020   4.570297801400117E+020
   4.399250934934591E+020   4.227720468785418E+020   4.056070067245848E+020
   3.884674478174498E+020   3.713916993351781E+020   3.544186675506592E+020
   3.375875381683137E+020   3.209374619010109E+020   3.045072274897285E+020
   2.883349268987722E+020   2.724576178610681E+020   2.569109892798961E+020
   2.417290351968292E+020   2.269437430955700E+020   2.125848022174868E+020
   1.986793373120358E+020   1.852516728350403E+020
   1.000216628445564E+021   9.425652257936342E+020   9.395143164922209E+020
   9.363086908745856E+020   9.329413110548241E+020   9.294049075447928E+020
   9.256919844721968E+020   9.217948215946408E+020   9.177054811212960E+020
   9.134158156956609E+020   9.089174784836664E+020   9.042019355917619E+020
   8.992604810416561E+020   8.940842545387484E+020   8.886642622797549E+020
   8.829914010515957E+020   8.770564858778836E+020   8.708502814707854E+020
   8.643635377440202E+020   8.575870296366509E+020   8.505116014864033E+020
   8.431282161747368E+020   8.354280092429827E+020   8.274023481487121E+020
   8.190428967932317E+020   8.103416854038778E+020   8.012911857977501E+020
   7.918843919859369E+020   7.821149059984515E+020   7.719770287195179E+020
   7.614658554201541E+020   7.505773755601515E+020   7.393085763047362E+020
   7.276575490630646E+020   7.156235982072689E+020   7.032073509736232E+020
   6.904108673836743E+020   6.772377488556472E+020   6.636932440085552E+020
   6.497843499973648E+020   6.355199075621492E+020   6.209106878329503E+020
   6.059694688112209E+020   5.907110993548936E+020   5.751525484343664E+020
   5.593129374081852E+020   5.432135530970663E+020   5.268778395198206E+020
   5.103313663007300E+020   4.936017719698206E+020   4.767186806586389E+020
   4.597135910459924E+020   4.426197368297743E+020   4.254719184889232E+020
   4.083063066473173E+020   3.911602179494214E+020   3.740718649931182E+020
   3.570800825226906E+020   3.402240327459688E+020   3.235428932835726E+020
   3.070755318627459E+020   2.908601724104912E+020   2.749340576577988E+020
   2.593331137172174E+020   2.440916223207093E+020   2.292419064880484E+020
   2.148140353267921E+020   2.008355534373010E+020   1.873312400105170E+020
   1.743229021687121E+020   1.618292064229337E+020   1.498655513241555E+020
   1.384439834922761E+020   1.275731582465140E+020   1.172583450639650E+020
   1.075014770933268E+020   9.830124298141999E+019   8.965321836308254E+019
   8.155003354938453E+019   7.398157324980432E+019   6.693520360075616E+019
   6.039602135942299E+019   5.434711986565788E+019   4.876986627679698E+019
   4.364418463548686E+019   3.894883952843978E+019   3.466171541904582E+019
   3.076008716993280E+019   2.722087779121068E+019   2.402090003314654E+019
   2.113707906492348E+019   1.854665412115507E+019   1.622735763372989E+019
   1.415757097940453E+019   1.231645654720586E+019   1.068406635114801E+019
   9.241427873307572E+018   7.970608213496509E+018   6.854757941299631E+018
   5.878136293607545E+018   5.026119537949353E+018
   1.000216628445564E+021   7.200315406818760E+020   7.077537601994523E+020
   6.950948237890803E+020   6.820577615212971E+020   6.686472123420883E+020
   6.548695285143596E+020   6.407328717509052E+020   6.262473037668153E+020
   6.114248667423691E+020   5.962796520964476E+020   5.808278553436659E+020
   5.650878147867706E+020   5.490800318060904E+020   5.328271705720472E+020
   5.163540351299486E+020   4.996875219938061E+020   4.828565466416888E+020
   4.658919426313217E+020   4.488263324512409E+020   4.316939696873110E+020
   4.145305526114018E+020   3.973730098801168E+020   3.802592596551026E+020
   3.632279441080477E+020   3.463181419355326E+020   3.295690621615229E+020
   3.130197231267710E+020   2.967086211318766E+020   2.806733936912882E+020
   2.649504827470066E+020   2.495748034630598E+020   2.345794243579446E+020
   2.199952645192864E+020   2.058508134751288E+020   1.921718789674582E+020
   1.789813673899472E+020   1.662991010239471E+020   1.541416754511217E+020
   1.425223596600304E+020   1.314510404244242E+020   1.209342115435770E+020
   1.109750075324098E+020   1.015732803649765E+020   9.272571694168251E+019
   8.442599409870710E+019   7.666496723404015E+019   6.943088801004230E+019
   6.270964612348083E+019   5.648502982033124E+019   5.073899967759952E+019
   4.545197017508803E+019   4.060309372769252E+019   3.617054212973859E+019
   3.213178075920231E+019   2.846383138056580E+019   2.514351994780764E+019
   2.214770642015738E+019   1.945349423960907E+019   1.703841775890609E+019
   1.488060653193686E+019   1.295892596801020E+019   1.125309439314766E+019
   9.743777044429621E+018   8.412657939952341E+018   7.242490912667924E+018
   6.217131369803337E+018   5.321550541813463E+018   4.541834119248558E+018
   3.865167247612322E+018   3.279807865684623E+018   2.775050339209148E+018
   2.341181267122224E+018   1.969429229583618E+018   1.651910113756575E+018
   1.381569501951822E+018   1.152123444175783E+018   9.579987693464054E+017
   7.942739216812179E+017   6.566211453849134E+017   5.412506852755514E+017
   4.448575260737340E+017   3.645710606555831E+017   2.979079588628443E+017
   2.427284040890844E+017   1.971957749196163E+017   1.597397732690136E+017
   1.290229380720133E+017   1.039104337268177E+017   8.344296407328688E+016
   6.681263451204470E+016   5.334156568244738E+016   4.246305066261017E+016
   3.370504271333836E+016   2.667576100476307E+016   2.105120647090227E+016
   1.656438796498393E+016   1.299606937749464E+016   1.016686058133001E+016
   7.930488346017415E+015   6.168097183190787E+015
   1.000216628445564E+021   3.630265394620645E+020   3.461184139215123E+020
   3.293714755338659E+020   3.128247384123903E+020   2.965166910671616E+020
   2.804849582509480E+020   2.647659657278947E+020   2.493946085996371E+020
   2.344039316206632E+020   2.198248266476873E+020   2.056857528120241E+020
   1.920124846538257E+020   1.788278929735328E+020   1.661517625263156E+020
   1.540006499282490E+020   1.423877842807894E+020   1.313230120798158E+020
   1.208127869876889E+020   1.108602040442349E+020   1.014650769087898E+020
   9.262405579303741E+019   8.433078289360214E+019   7.657608139072217E+019
   6.934817346646942E+019   6.263292232882403E+019   5.641409291612438E+019
   5.067362580325499E+019   4.539191883340757E+019   4.054811114858684E+019
   3.612036457443279E+019   3.208613771251811E+019   2.842244858517214E+019
   2.510612224134488E+019   2.211402034358648E+019   1.942325039274850E+019
   1.701135288664632E+019   1.485646533184485E+019   1.293746261676781E+019
   1.123407379535953E+019   9.726975812678154E+018   8.397865119499889E+018
   7.229508467873635E+018   6.205774452134312E+018   5.311647561313644E+018
   4.533226642535383E+018   3.857709745970079E+018   3.273367336696991E+018
   2.769505824712375E+018   2.336423289158969E+018   1.965359164589705E+018
   1.648439523509059E+018   1.378619437931284E+018   1.149623740024644E+018
   9.558873341052308E+017   7.924960445133261E+017   6.551288206025825E+017
