  .23214370E+22 -.77999990E+00  .25530860E-03
  .00000000E+00  .00000000E+00  .18000000E+01  .00000000E+00  .99534140E+00
  .00000000E+00  .00000000E+00  .17800000E+01  .00000000E+00  .99500490E+00
  .00000000E+00  .00000000E+00  .17600000E+01  .00000000E+00  .99465270E+00
  .00000000E+00  .00000000E+00  .17400000E+01  .00000000E+00  .99430810E+00
  .00000000E+00  .00000000E+00  .17200000E+01  .00000000E+00  .99407640E+00
  .00000000E+00  .00000000E+00  .17000000E+01  .00000000E+00  .99387140E+00
  .00000000E+00  .00000000E+00  .16800000E+01  .00000000E+00  .99367680E+00
  .00000000E+00  .00000000E+00  .16600000E+01  .00000000E+00  .99356000E+00
  .00000000E+00  .00000000E+00  .16400000E+01  .00000000E+00  .99341090E+00
  .00000000E+00  .00000000E+00  .16200000E+01  .00000000E+00  .99321220E+00
  .00000000E+00  .00000000E+00  .16000000E+01  .00000000E+00  .99296090E+00
  .00000000E+00  .00000000E+00  .15800000E+01  .00000000E+00  .99275770E+00
  .00000000E+00  .00000000E+00  .15600000E+01  .00000000E+00  .99261530E+00
  .00000000E+00  .00000000E+00  .15400000E+01  .00000000E+00  .99244710E+00
  .00000000E+00  .00000000E+00  .15200000E+01  .00000000E+00  .99224620E+00
  .00000000E+00  .00000000E+00  .15000000E+01  .00000000E+00  .99209720E+00
  .00000000E+00  .00000000E+00  .14800000E+01  .00000000E+00  .99190730E+00
  .00000000E+00  .00000000E+00  .14600000E+01  .00000000E+00  .99167020E+00
  .00000000E+00  .00000000E+00  .14400000E+01  .00000000E+00  .99147480E+00
  .00000000E+00  .00000000E+00  .14200000E+01  .00000000E+00  .99123670E+00
  .00000000E+00  .00000000E+00  .14000000E+01  .00000000E+00  .99104480E+00
  .00000000E+00  .00000000E+00  .13800000E+01  .00000000E+00  .99081240E+00
  .00000000E+00  .00000000E+00  .13600000E+01  .00000000E+00  .99062780E+00
  .00000000E+00  .00000000E+00  .13400000E+01  .00000000E+00  .99040220E+00
  .00000000E+00  .00000000E+00  .13200000E+01  .00000000E+00  .99013410E+00
  .00000000E+00  .00000000E+00  .13000000E+01  .00000000E+00  .98991420E+00
  .00000000E+00  .00000000E+00  .12800000E+01  .00000000E+00  .98974400E+00
  .00000000E+00  .00000000E+00  .12600000E+01  .00000000E+00  .98952730E+00
  .00000000E+00  .00000000E+00  .12400000E+01  .00000000E+00  .98925130E+00
  .00000000E+00  .00000000E+00  .12200000E+01  .00000000E+00  .98899910E+00
  .00000000E+00  .00000000E+00  .12000000E+01  .00000000E+00  .98868390E+00
  .00000000E+00  .00000000E+00  .11800000E+01  .00000000E+00  .98839780E+00
  .00000000E+00  .00000000E+00  .11600000E+01  .00000000E+00  .98814970E+00
  .00000000E+00  .00000000E+00  .11400000E+01  .00000000E+00  .98785110E+00
