   1.499148206651928E-008   5.586930005184608E+023
   1.529355715863045E-008   3.015084506467131E+024
   1.510592706157054E-008   4.101054368860568E+023
   1.138541854211661E-008   1.488562564367196E+023
   2.236328575059391E-011   3.928021338208173E+022
   2.250153144674168E-009   4.105944628568512E+022
   4.048221073595058E-009   4.244640572422504E+022
   5.563137646794941E-009   4.353772624264371E+022
   6.818174864282268E-009   4.428741706099949E+022
   7.786402037955518E-009   4.457298413474713E+022
   8.441170636357505E-009   4.428643367138975E+022
   8.786035640936406E-009   4.341411134134736E+022
   8.871367930684373E-009   4.207314937684955E+022
   8.802344787070891E-009   4.049120209646619E+022
   8.734121421250756E-009   3.894393577222993E+022
   8.844845066435702E-009   3.768297072892863E+022
   9.266355105240795E-009   3.686565657031269E+022
   1.001839825874933E-008   3.652277088105935E+022
   1.109778386156564E-008   3.666300017096419E+022
   1.243675027895223E-008   3.723928722098906E+022
   1.393735771703797E-008   3.817452749387024E+022
   1.550497024581094E-008   3.938377606950179E+022
   1.706698137511323E-008   4.078855611936249E+022
   1.857570691310392E-008   4.232093618219505E+022
   2.000247609619828E-008   4.391862979490351E+022
   2.133014787170603E-008   4.551539845955754E+022
   2.254762089159611E-008   4.703235415263406E+022
   2.364835793556421E-008   4.837820100219756E+022
   2.463124483927507E-008   4.946087036153142E+022
   2.550190943024032E-008   5.020758113397396E+022
   2.627335592991797E-008   5.058548498992221E+022
   2.696554003569379E-008   5.061377953218422E+022
   2.760354553039744E-008   5.036044100107311E+022
   2.821451448864231E-008   4.992457485210891E+022
   2.882389351393363E-008   4.941228342114548E+022
   2.945187965569600E-008   4.891563475558444E+022
   3.009710237992488E-008   4.848492243561273E+022
   3.076476670183203E-008   4.816200648947212E+022
   3.145782247888586E-008   4.797206243581504E+022
   3.217663896270999E-008   4.792764063077395E+022
   3.291962150324217E-008   4.803213398617313E+022
   3.368313794750692E-008   4.827972268970522E+022
   3.445784500510470E-008   4.865022435973290E+022
   3.523310852433870E-008   4.911260698960349E+022
   3.600144387571009E-008   4.963037259597775E+022
   3.675679143528471E-008   5.016458602663075E+022
   3.749570060974848E-008   5.068193303936884E+022
   3.821770425965583E-008   5.116136468440223E+022
   3.892483996426113E-008   5.159659762532457E+022
   3.962050580399023E-008   5.199345850167681E+022
   4.030817017415942E-008   5.236402243991961E+022
   4.099040456393422E-008   5.272042725691224E+022
   4.166467215084449E-008   5.306916895991130E+022
   4.233071254893006E-008   5.341419427646373E+022
   4.298886756311248E-008   5.375734299289533E+022
   4.363978148487294E-008   5.410081556201388E+022
   4.428450057383719E-008   5.444920899681941E+022
   4.492428176778272E-008   5.480967912434702E+022
   4.556022892482899E-008   5.519015708099675E+022
   4.619123213126447E-008   5.559629657238507E+022
   4.681606280967907E-008   5.602959653173588E+022
   4.743435146757452E-008   5.648637744409136E+022
   4.804564332659022E-008   5.695835048749071E+022
   4.864962714972219E-008   5.743488267019482E+022
   4.924624222040816E-008   5.790572898263855E+022
   4.983577325943636E-008   5.836328192627132E+022
   5.041876900419701E-008   5.880375189676786E+022
   5.099592919847274E-008   5.922719026667560E+022
   5.156795648765984E-008   5.963660791046388E+022
   5.213542863180137E-008   6.003670218160299E+022
   5.269793550114840E-008   6.043282442277922E+022
   5.325555501326481E-008   6.082995053142981E+022
   5.380844132420540E-008   6.123224239771395E+022
   5.435673609085555E-008   6.164281761371334E+022
   5.490047102849150E-008   6.206358620957493E+022
   5.543968170621355E-008   6.249495417832094E+022
   5.597439627322552E-008   6.293550749480457E+022
