8.100000e-007
200
2.647000e-010
-1.372822 0.948913
-1.329843 0.948913
-1.286865 0.948913
-1.243886 0.948913
-1.200908 0.948913
-1.157929 0.948913
-1.114951 0.948913
-1.071972 0.948913
-1.028994 0.948913
-0.986015 0.948913
-0.943036 0.948913
-0.900058 0.947978
-0.857079 0.948008
-0.814101 0.949008
-0.771122 0.948748
-0.728144 0.946845
-0.685165 0.942140
-0.642187 0.937600
-0.599208 0.934668
-0.556230 0.931031
-0.513251 0.928314
-0.470273 0.925195
-0.427294 0.922015
-0.384316 0.918948
-0.341337 0.915835
-0.298359 0.912605
-0.255380 0.909259
-0.212402 0.905829
-0.169423 0.902355
-0.126445 0.898826
-0.083466 0.895290
-0.040488 0.891639
0.002491 0.887755
0.045469 0.883630
0.088448 0.879505
0.131426 0.875318
0.174405 0.871024
0.217383 0.866766
0.260362 0.862600
0.303340 0.858235
0.346319 0.853941
0.389297 0.849661
0.432276 0.845372
0.475254 0.841128
0.518233 0.836820
0.561211 0.832564
0.604190 0.828295
0.647168 0.824104
0.690147 0.819968
0.733125 0.815893
0.776104 0.811985
0.819082 0.808052
0.862061 0.804204
0.905039 0.800215
0.948018 0.796271
0.990996 0.792437
1.033975 0.788669
1.076953 0.785061
1.119932 0.781227
1.162910 0.777457
1.205889 0.773836
1.248867 0.770358
1.291846 0.767213
1.334824 0.764661
1.377803 0.762489
1.420781 0.760027
1.463760 0.757005
1.506738 0.752687
1.549717 0.748657
1.592695 0.745019
1.635674 0.741085
1.678652 0.737475
1.721631 0.733297
1.764609 0.728976
1.807588 0.724756
1.850566 0.720845
1.893545 0.717538
1.936523 0.714192
1.979502 0.711274
2.022480 0.708736
2.065459 0.706511
2.108437 0.704499
2.151416 0.702760
2.194394 0.701336
2.237373 0.701010
2.280351 0.702078
2.323330 0.703553
2.366308 0.706784
2.409287 0.711869
2.452265 0.720099
2.495244 0.732645
2.538222 0.748428
2.581201 0.767802
2.624179 0.789461
2.667158 0.812664
2.710136 0.835740
2.753115 0.858166
2.796093 0.878790
2.839072 0.896510
2.882050 0.910446
2.925029 0.923158
2.968007 0.932928
3.010986 0.940516
3.053964 0.946506
3.096943 0.950477
3.139921 0.953123
3.182900 0.955770
3.225878 0.959483
3.268857 0.962680
3.311835 0.966114
3.354814 0.969313
3.397792 0.971818
3.440771 0.973458
3.483749 0.974444
3.526728 0.974068
3.569706 0.972016
3.612685 0.972461
3.655663 0.975397
3.698642 0.976339
3.741620 0.978077
3.784599 0.979192
3.827577 0.980964
3.870556 0.983051
3.913534 0.983828
3.956513 0.983730
3.999491 0.982636
4.042470 0.983594
4.085448 0.985460
4.128427 0.987768
4.171405 0.990183
4.214384 0.991921
4.257362 0.991670
4.300341 0.991230
4.343319 0.991964
4.386298 0.990505
4.429276 0.988348
4.472255 0.986530
4.515233 0.984183
4.558212 0.982085
4.601190 0.981305
4.644169 0.980573
4.687147 0.978544
4.730126 0.979422
4.773104 0.982808
4.816083 0.985703
4.859061 0.989595
4.902040 0.992706
4.945018 0.993867
4.987997 0.994221
5.030975 0.997385
5.073954 0.999667
5.116932 1.001056
5.159911 0.999349
5.202889 0.996272
5.245868 0.995593
5.288846 0.994667
5.331825 0.994547
5.374803 0.994628
5.417782 0.994936
5.460760 0.995736
5.503739 0.995503
5.546717 0.994352
5.589696 0.993094
5.632674 0.990610
5.675653 0.987186
5.718631 0.985955
5.761610 0.985693
5.804588 0.986902
5.847567 0.988765
5.890545 0.990881
5.933524 0.993884
5.976502 0.996523
6.019481 0.998410
6.062459 0.998752
6.105438 0.999002
6.148416 1.002600
6.191395 1.006176
6.234373 1.010122
6.277352 1.013034
6.320330 1.016077
6.363309 1.020317
6.406287 1.026772
6.449266 1.033377
6.492244 1.036609
6.535223 1.031431
6.578201 1.014170
6.621180 1.001199
6.664158 0.989392
6.707137 0.986576
6.750115 0.986576
6.793094 0.986576
6.836072 0.986576
6.879051 0.986576
6.922029 0.986576
6.965008 0.986576
7.007986 0.986576
7.050965 0.986576
7.093943 0.986576
7.136922 0.986576
7.179900 0.986576
