10.000000 -2.000000 -0.100000
20
-6.662000 1.804300e-010 3.950000e-005 -15.338000
-6.632000 1.804200e-010 3.950000e-005 -15.268000
-6.601000 1.804300e-010 3.950000e-005 -15.199000
-6.570000 1.804200e-010 3.950000e-005 -15.130000
-6.539000 1.804200e-010 3.950000e-005 -15.061000
-6.509000 1.804200e-010 3.950000e-005 -14.991000
-6.478000 1.804200e-010 3.950000e-005 -14.922000
-6.448000 1.804100e-010 3.950000e-005 -14.852000
-6.417000 1.804200e-010 3.950000e-005 -14.783000
-6.387000 1.804100e-010 3.950000e-005 -14.713000
-6.356000 1.804100e-010 3.950000e-005 -14.644000
-6.326000 1.804000e-010 3.950000e-005 -14.574000
-6.294000 1.804000e-010 3.950000e-005 -14.506000
-6.264000 1.804000e-010 3.950000e-005 -14.436000
-6.233000 1.803900e-010 3.950000e-005 -14.367000
-6.203000 1.803800e-010 3.950000e-005 -14.297000
-6.172000 1.803900e-010 3.950000e-005 -14.228000
-6.142000 1.803900e-010 3.950000e-005 -14.158000
-6.111000 1.803800e-010 3.950000e-005 -14.089000
-6.081000 1.803800e-010 3.950000e-005 -14.019000
