201
3.267901e-004
7.179900 0.986576
7.137136 0.986576
7.094373 0.986576
7.051609 0.986576
7.008846 0.986576
6.966082 0.986576
6.923318 0.986576
6.880555 0.986576
6.837791 0.986576
6.795028 0.986578
6.752264 0.985649
6.709500 0.989628
6.666737 0.996791
6.623973 1.006396
6.581209 1.015874
6.538446 1.023263
6.495682 1.026321
6.452919 1.026119
6.410155 1.023992
6.367391 1.020902
6.324628 1.017362
6.281864 1.013515
6.239101 1.009546
6.196337 1.005767
6.153573 1.002555
6.110810 1.000015
6.068046 0.998071
6.025283 0.996009
5.982519 0.993623
5.939755 0.991100
5.896992 0.988705
5.854228 0.986739
5.811464 0.985391
5.768701 0.984934
5.725937 0.985468
5.683174 0.986827
5.640410 0.988648
5.597646 0.990290
5.554883 0.991558
5.512119 0.992412
5.469356 0.992775
5.426592 0.992853
5.383828 0.992993
5.341065 0.993360
5.298301 0.994081
5.255538 0.995126
5.212774 0.996318
5.170010 0.997391
5.127247 0.997680
5.084483 0.997106
5.041720 0.995990
4.998956 0.994559
4.956192 0.992857
4.913429 0.990453
4.870665 0.987426
4.827901 0.984325
4.785138 0.981623
4.742374 0.979621
4.699611 0.978717
4.656847 0.978733
4.614083 0.979278
4.571320 0.980444
4.528556 0.982196
4.485793 0.984195
4.443029 0.986171
4.400265 0.987949
4.357502 0.989209
4.314738 0.989852
4.271975 0.989997
4.229211 0.989436
4.186447 0.988154
4.143684 0.986562
4.100920 0.985067
4.058156 0.983900
4.015393 0.983161
3.972629 0.982655
3.929866 0.981952
3.887102 0.980888
3.844338 0.979525
3.801575 0.978062
3.758811 0.976559
3.716048 0.975100
3.673284 0.973837
3.630520 0.972939
3.587757 0.972715
3.544993 0.972821
3.502230 0.972559
3.459466 0.971691
3.416702 0.970231
3.373939 0.968208
3.331175 0.965759
3.288411 0.963121
3.245648 0.960459
3.202884 0.957843
3.160121 0.955235
3.117357 0.952271
3.074593 0.948429
3.031830 0.943290
2.989066 0.936504
2.946303 0.927634
2.903539 0.916338
2.860775 0.902374
2.818012 0.885554
2.775248 0.866106
2.732485 0.844688
2.689721 0.822127
2.646957 0.799403
2.604194 0.777603
2.561430 0.757748
2.518667 0.740608
2.475903 0.726629
2.433139 0.715917
2.390376 0.708192
2.347612 0.702978
2.304848 0.699817
2.262085 0.698303
2.219321 0.698129
2.176558 0.698986
2.133794 0.700523
2.091030 0.702522
2.048267 0.704883
2.005503 0.707564
1.962740 0.710554
1.919976 0.713834
1.877212 0.717378
1.834449 0.721173
1.791685 0.725160
1.748922 0.729227
1.706158 0.733289
1.663394 0.737327
1.620631 0.741357
1.577867 0.745351
1.535103 0.749223
1.492340 0.752841
1.449576 0.756051
1.406813 0.758899
1.364049 0.761617
1.321285 0.764403
1.278522 0.767378
1.235758 0.770552
1.192995 0.773891
1.150231 0.777370
1.107467 0.780953
1.064704 0.784607
1.021940 0.788330
0.979177 0.792128
0.936413 0.795973
0.893649 0.799841
0.850886 0.803718
0.808122 0.807614
0.765358 0.811557
0.722595 0.815559
0.679831 0.819627
0.637068 0.823751
0.594304 0.827922
0.551540 0.832130
0.508777 0.836361
0.466013 0.840609
0.423250 0.844868
0.380486 0.849139
0.337722 0.853415
0.294959 0.857692
0.252195 0.861964
0.209432 0.866226
0.166668 0.870488
0.123904 0.874713
0.081141 0.878868
0.038377 0.882934
-0.004386 0.886880
-0.047150 0.890684
-0.089914 0.894373
-0.132677 0.897972
-0.175441 0.901492
-0.218205 0.904927
-0.260968 0.908273
-0.303732 0.911522
-0.346495 0.914670
-0.389259 0.917742
-0.432023 0.920798
-0.474786 0.923920
-0.517550 0.927194
-0.560313 0.930695
-0.603077 0.934425
-0.645841 0.938109
-0.688604 0.941538
-0.731368 0.944134
-0.774131 0.945674
-0.816895 0.946530
-0.859659 0.947030
-0.902422 0.947452
-0.945186 0.947710
-0.987950 0.948913
-1.030713 0.948913
-1.073477 0.948913
-1.116240 0.948913
-1.159004 0.948913
-1.201768 0.948913
-1.244531 0.948913
-1.287295 0.948913
-1.330058 0.948913
-1.372822 0.948913
