-14.000000 3.000000 0.100000
20
6.475000 1.750100e-010 4.230000e-005 15.025000
6.506000 1.750100e-010 4.220000e-005 15.094000
6.535000 1.750100e-010 4.220000e-005 15.165000
6.566000 1.750100e-010 4.220000e-005 15.234000
6.596000 1.750100e-010 4.220000e-005 15.304000
6.626000 1.750100e-010 4.220000e-005 15.374000
6.656000 1.750200e-010 4.220000e-005 15.444000
6.687000 1.750200e-010 4.230000e-005 15.513000
6.716000 1.750200e-010 4.220000e-005 15.584000
6.748000 1.750200e-010 4.230000e-005 15.652000
6.778000 1.750300e-010 4.220000e-005 15.722000
6.808000 1.750200e-010 4.230000e-005 15.792000
6.839000 1.750300e-010 4.230000e-005 15.861000
6.868000 1.750300e-010 4.230000e-005 15.932000
6.899000 1.750300e-010 4.230000e-005 16.001000
6.929000 1.750400e-010 4.240000e-005 16.071000
6.959000 1.750300e-010 4.240000e-005 16.141000
6.990000 1.750400e-010 4.240000e-005 16.210000
7.020000 1.750600e-010 4.280000e-005 16.280000
7.050000 1.750500e-010 4.270000e-005 16.350000
